,user_id,place_id,quote_id,coordinates,text,created_at,favorite_count,retweet_count,quote_count,reply_count
1252021309485338628,50317463,dea1eac2d7ef8878,,,So Trump tells us that showing clips of people praising him is his way of sending up a tribute to the men and women fighting the virus. He’s “giving them credit”. Ok folks. I’m done. Ya’ll can handle the rest of this ish.,Sun Apr 19 23:48:36 +0000 2020,16207,2608,0,0
1248229173921034240,24002724,dd9c503d6c35364b,,,I remember that one time when Wilbur Ross said COVID would be good for US jobs.,Thu Apr 09 12:40:00 +0000 2020,2490,695,0,0
1253533816280449024,747432848,e4a0d228eb6be76b,,,i’ve made like 10 songs since quarantine started,Fri Apr 24 03:58:45 +0000 2020,2129,77,0,0
1250543193986400258,50317463,dea1eac2d7ef8878,,,The daily #coronaviruspressrally has begun. With a video! Shot time. https://t.co/dtHHtmYE1d,Wed Apr 15 21:55:06 +0000 2020,1957,202,0,0
1250190546062147587,50317463,dea1eac2d7ef8878,1250187237356007424,,"Trump: “WHO did it!”
Us: “You did!”
#coronaviruspressrally",Tue Apr 14 22:33:48 +0000 2020,1851,428,0,0
1247526216585773061,29237757,e4a0d228eb6be76b,,,Philly is gonna Philly #COVID19 https://t.co/2dEkB5lvEB,Tue Apr 07 14:06:42 +0000 2020,1575,474,0,0
1253036263948652544,426026647,65b4760a2b411e11,,,"This is my father, one of my #CovidImmigrantHeroes.

In the 1970’s, he jumped a train from India to Germany to take the ECFMG.

He settled in NJ, got triple-boarded, invented a thoracentesis needle, and has cared for seniors for 40 years.

He turns 70 in Nov.

Rock on, Dad. https://t.co/k7UjRCF6I4",Wed Apr 22 19:01:40 +0000 2020,1387,118,0,0
1251989865157332995,23044090,64afb4ec8bba95f9,,,"CLOCKING OUT: This group of workers at Braskem in Marcus Hook are going home after living at the plant the last 28 days.

The plant makes material used in the production of N95 masks, hospital gowns, and sanitary wipes.

@6abc https://t.co/5WGUsoXX21",Sun Apr 19 21:43:39 +0000 2020,1263,201,0,0
1251628994820268033,23876219,3f5897b87d2bf56c,,,"Seeing people “protest” against a cumulative effort to save lives during a global pandemic, I can say with absolute certainty that this is the most embarrassed I have been of our country.",Sat Apr 18 21:49:41 +0000 2020,1168,228,0,0
1253787944625766400,747432848,e4a0d228eb6be76b,,,i wanna make a shirt that says “put on a fucking face mask”,Fri Apr 24 20:48:34 +0000 2020,1135,100,0,0
1252375557276184577,50317463,dea1eac2d7ef8878,,,"“I guess everything in life is an experiment.”—Trump #coronaviruapressrally 
Tell me about it.",Mon Apr 20 23:16:15 +0000 2020,1039,114,0,0
1253655899073384452,349115430,e4a0d228eb6be76b,,,"Trump is tens of millions of dollars in debt for a 43-story NYC skyscraper. 

To who, you ask? 

The state-owned bank of China. 

Reminder: In Feb, instead of taking action to save lives, Trump praised China &amp; bought their spin on the virus being contained https://t.co/rSEcEkZ5do",Fri Apr 24 12:03:52 +0000 2020,761,499,0,0
1250168023895248896,747432848,e4a0d228eb6be76b,1250131068856020995,,"RED ROCKS IS STILL ON FIR OCTOBER 

it’s a crazy world rn and ya never know how this virus is gunna pan out, everyone comment 🧼🤝🧼 for good fortune",Tue Apr 14 21:04:18 +0000 2020,677,50,0,0
1251958596096733190,1173842473,011aa5eb3af13fab,,,You might be wondering how I did in the Quarantine Series bracket... 13th/5000 🙃🙃🙃🙃,Sun Apr 19 19:39:24 +0000 2020,674,9,0,0
1249866403576000513,1018560540,65b4760a2b411e11,,,That Supreme Court seat was the whole reason for that travesty in Wisconsin. So proud of those Dems who came out in the rain and the pandemic. Wisconsin Dems rock. #maddow,Tue Apr 14 01:05:46 +0000 2020,652,131,0,0
1251615775502319616,349115430,e4a0d228eb6be76b,,,"WATCH OUR NEW AD: 

“Trump praised the Chinese 15 times in January and February as the coronavirus spread across the world...[he] left our country unprepared and unprotected for the worst public health and economic crisis of our lifetime.” 

 https://t.co/0xjlbjuryx",Sat Apr 18 20:57:09 +0000 2020,648,323,0,0
1251189366405423106,264924050,dea1eac2d7ef8878,,,"Very sad. 
Prince George’s County, Maryland Lawmaker Loses 4 Family Members to the Coronavirus in New York City. NBC Washington’s Shomari Stone Reports. VIDEO @NBCNewYork https://t.co/qexyeBTMs0",Fri Apr 17 16:42:45 +0000 2020,564,314,0,0
1253837679147524096,2649202271,b929d6bd47b8a0d6,,,How to cure COVID-19 https://t.co/cT0PW3nKOf,Sat Apr 25 00:06:12 +0000 2020,475,288,0,0
1253868908370522112,15877664,dea1eac2d7ef8878,1253862541760987136,,"Debido al modo en que el virus entra a las células, es capaz de atacar diversos órganos y provocar un severo estado inflamatorio. Escuche este episodio.",Sat Apr 25 02:10:18 +0000 2020,463,243,0,0
1252252564525023232,21854543,dd9c503d6c35364b,,,Several hundred here.  Many not wearing masks or keeping any distance from each other. https://t.co/nAqHVOgjkL,Mon Apr 20 15:07:31 +0000 2020,461,185,0,0
