,user_id,place_id,quote_id,coordinates,text,created_at,favorite_count,retweet_count,quote_count,reply_count
1312054744555413505,113484863,9a4c08eb78a19c54,,,COVID19 is the only thing Trump has ever acquired in life by actually earning it,Fri Oct 02 15:40:02 +0000 2020,118594,22086,0,0
1287749041430945792,1181015154147958784,e4a0d228eb6be76b,,,We can’t prevent millionaire athletes from getting COVID. Imaging sticking 30 kindergarteners in a classroom in a few weeks.,Mon Jul 27 13:57:51 +0000 2020,118042,29084,0,0
1360062822194020354,270132611,e4a0d228eb6be76b,,,"Biden has purchased enough vaccines to inoculate all Americans.

Trump has purchased enough GOP Senators to inoculate himself.",Fri Feb 12 03:07:00 +0000 2021,102858,20335,0,0
1366148434886070281,270132611,e4a0d228eb6be76b,,,"Trump just called it the China virus again.

Someone called me a Chinese b— yesterday while I was out jogging. I’m used to it now. But I shouldn’t have to be

Not asking for sympathy, but humanity",Sun Feb 28 22:09:03 +0000 2021,78831,9207,0,0
1331411791302299649,270132611,e4a0d228eb6be76b,,,"The stock market hit 30,000 today because we’re getting a new president

COVID-19 deaths hit 260,000 today because we never had one",Wed Nov 25 01:38:02 +0000 2020,69216,8577,0,0
1369043230814273536,270132611,e4a0d228eb6be76b,,,"Just 7 weeks ago, only 8% of people 65+ were vaccinated. Today it’s 60%!

Sleepy Joe turned out to be Speedy Joe",Mon Mar 08 21:51:56 +0000 2021,61700,7781,0,0
1352350723573481476,270132611,e4a0d228eb6be76b,,,"Hey, if we women can wear bras and high heels all our lives, you can wear masks for just 100 days

Woman up, folks!",Thu Jan 21 20:21:52 +0000 2021,50208,7198,0,0
1350509312347688961,270132611,e4a0d228eb6be76b,,,"GOP: let’s carry heavy assault rifles and weapons of war to protect ourselves and others!

Also GOP: but wearing a simple mask to protect ourselves and others is asking too much! 😭",Sat Jan 16 18:24:45 +0000 2021,49383,9548,0,0
1366957856323469313,270132611,e4a0d228eb6be76b,,,"Vaccinated:
Donald Trump
Texas Gov Greg Abbott
Florida Gov Ron DeSantis

Unvaccinated:
You and me (i.e., stock market fodder)",Wed Mar 03 03:45:24 +0000 2021,39224,7915,0,0
1381431666514755584,270132611,e4a0d228eb6be76b,,,"Vaccine passports are a “breach of privacy” but forcing us to have a baby against our will is not?!

GQP, make that make sense.",Mon Apr 12 02:19:09 +0000 2021,38495,5765,0,0
1280862251960991744,288277167,dea1eac2d7ef8878,1280853299600789505,,"Germany had 390 new coronavirus cases on Tuesday. The US had 50,940.",Wed Jul 08 13:52:12 +0000 2020,36364,11457,0,0
1380977789915049987,270132611,e4a0d228eb6be76b,,,"Even if you’re fully vaccinated, the CDC still recommends staying at least 6 feet away from Matt Gaetz and his fellow sex traffickers",Sat Apr 10 20:15:37 +0000 2021,32116,3374,0,0
1349780364743598082,270132611,e4a0d228eb6be76b,,,"Jared and Ivanka made the Secret Service (taxpayers) pay $3000 a month just to rent a separate bathroom from a neighbor

But Americans don’t deserve $2000 to weather the pandemic, which was largely due to Jared’s bungling

Make that make sense",Thu Jan 14 18:08:11 +0000 2021,32040,8708,0,0
1376626809274515459,270132611,e4a0d228eb6be76b,,,"75% approve of President Biden’s pandemic response

25% are why we still need mask mandates",Mon Mar 29 20:06:22 +0000 2021,30396,4351,0,0
1356386344264749058,270132611,e4a0d228eb6be76b,,,"Literally no one cares if we use budget reconciliation (simple majority) to pass Covid relief

Folks just want relief!

You know what’s really rich? The GOP used reconciliation to pass a $2.3 trillion tax cut for billionaires in 2017",Mon Feb 01 23:37:59 +0000 2021,27295,7337,0,0
1367611783758942208,270132611,e4a0d228eb6be76b,,,"Ron Johnson (Q-Moscow) forces the Senate clerks to read Biden’s 628-page Covid bill ➡️

The entire nation learns how awesome the bill is ➡️

Gimmick backfires.",Thu Mar 04 23:03:52 +0000 2021,26363,4364,0,0
1365088829066117126,270132611,e4a0d228eb6be76b,,,"Biden aced 50 million vaccines

Kushner misplaced 20 million vaccines",Thu Feb 25 23:58:33 +0000 2021,26085,5013,0,0
1314953231697616897,15160622,1bcca4fea94a9c6e,,,"My father-in-law has never voted for  a democrat. That changes in 2020. He’s voting for Biden/Harris because he cares about his grandchildren’s future. Oh and because, “Trump is a 🤬idiot.” #BidenWillCrushCovid",Sat Oct 10 15:37:35 +0000 2020,24659,3471,0,0
1373461994666332164,270132611,e4a0d228eb6be76b,,,"Ron DeSantis declaring victory over Covid is like Bush declaring “mission accomplished” a few weeks after we invaded Iraq

That turned out well.",Sun Mar 21 02:30:31 +0000 2021,22406,3215,0,0
1365494217607372800,270132611,e4a0d228eb6be76b,,,"Dems are working late into the night to spread Covid relief

CPAC is partying late into the night to spread Covid",Sat Feb 27 02:49:25 +0000 2021,20449,4207,0,0
