,user_id,place_id,quote_id,coordinates,text,created_at,favorite_count,retweet_count,quote_count,reply_count
1287749041430945792,1181015154147958784,e4a0d228eb6be76b,,,We can’t prevent millionaire athletes from getting COVID. Imaging sticking 30 kindergarteners in a classroom in a few weeks.,Mon Jul 27 13:57:51 +0000 2020,119217,29462,0,0
1312054744555413505,113484863,9a4c08eb78a19c54,,,COVID19 is the only thing Trump has ever acquired in life by actually earning it,Fri Oct 02 15:40:02 +0000 2020,119754,22463,0,0
1280862251960991744,288277167,dea1eac2d7ef8878,1280853299600789505,,"Germany had 390 new coronavirus cases on Tuesday. The US had 50,940.",Wed Jul 08 13:52:12 +0000 2020,36663,11582,0,0
1350509312347688961,270132611,e4a0d228eb6be76b,,,"GOP: let’s carry heavy assault rifles and weapons of war to protect ourselves and others!

Also GOP: but wearing a simple mask to protect ourselves and others is asking too much! 😭",Sat Jan 16 18:24:45 +0000 2021,50106,9753,0,0
1349780364743598082,270132611,e4a0d228eb6be76b,,,"Jared and Ivanka made the Secret Service (taxpayers) pay $3000 a month just to rent a separate bathroom from a neighbor

But Americans don’t deserve $2000 to weather the pandemic, which was largely due to Jared’s bungling

Make that make sense",Thu Jan 14 18:08:11 +0000 2021,32453,8852,0,0
1331411791302299649,270132611,e4a0d228eb6be76b,,,"The stock market hit 30,000 today because we’re getting a new president

COVID-19 deaths hit 260,000 today because we never had one",Wed Nov 25 01:38:02 +0000 2020,69919,8710,0,0
1352350723573481476,270132611,e4a0d228eb6be76b,,,"Hey, if we women can wear bras and high heels all our lives, you can wear masks for just 100 days

Woman up, folks!",Thu Jan 21 20:21:52 +0000 2021,49553,7128,0,0
1312919692772864006,50317463,dea1eac2d7ef8878,1312916272556908544,,"So as you got into your limo, sick with #COVID19, just to drive around the block, what exactly did you learn again? #DangerouslyDumb @ProjectLincoln",Mon Oct 05 00:57:02 +0000 2020,18250,5457,0,0
1314953231697616897,15160622,1bcca4fea94a9c6e,,,"My father-in-law has never voted for  a democrat. That changes in 2020. He’s voting for Biden/Harris because he cares about his grandchildren’s future. Oh and because, “Trump is a 🤬idiot.” #BidenWillCrushCovid",Sat Oct 10 15:37:35 +0000 2020,24875,3513,0,0
1305576532711297026,821784477076750338,b74cc4fd31bb3bef,1305564339147960320,,"We are 8 months into a pandemic and nurses are dying.

Nurses still don’t have the protective equipment or supplies they need. We still hear stories of nurses reusing N95 masks. It’s a disgrace.

It didn’t have to be this way.",Mon Sep 14 18:37:56 +0000 2020,8670,3478,0,0
1351239931641933825,270132611,e4a0d228eb6be76b,,,"MAGA logic

God will protect me from Covid so I don’t have to wear a mask or worry about super-spreader events. And who cares if I infect other people?

God is mysteriously absent otherwise, because I need an assault rifle and other weapons of war to protect my life",Mon Jan 18 18:47:59 +0000 2021,16290,3457,0,0
1291388612697890821,50317463,dea1eac2d7ef8878,,,"“Fourth-graders in a North Carolina private school system that Vice President Pence applauded last week for reopening must now quarantine for 14 days, along with their teachers, after a student tested positive.”
Huh huh.
 https://t.co/49Vi5GeVNo",Thu Aug 06 15:00:12 +0000 2020,5586,2529,0,0
1252021309485338628,50317463,dea1eac2d7ef8878,,,So Trump tells us that showing clips of people praising him is his way of sending up a tribute to the men and women fighting the virus. He’s “giving them credit”. Ok folks. I’m done. Ya’ll can handle the rest of this ish.,Sun Apr 19 23:48:36 +0000 2020,15501,2435,0,0
1327697754806751233,270132611,e4a0d228eb6be76b,,,"The FBI dropped its investigation into #LootingLoeffler for insider trading on COVID intel

Her husband made a $1 million donation to Trump superPAC America First Action on 4/29/20

Mere coincidence? 🤔

@MeidasTouch 🥊
https://t.co/CUHSPeER2F",Sat Nov 14 19:39:46 +0000 2020,4185,2352,0,0
1346595229533667330,270132611,e4a0d228eb6be76b,,,"Pennsylvania’s GOP refused to seat a duly elected state senator today

We cannot just move on from Trump. Trumpism remains alive and well, sapping our country of her lifeblood just like Covid

It must be eradicated. Decorous Dems need to be firm, relentless in meting out justice",Tue Jan 05 23:11:35 +0000 2021,8195,2314,0,0
1264347595670990853,15877664,dea1eac2d7ef8878,,,"Dos malas noticias con respecto a tratamiento médico d Covid-19

1. Hidroxicloroquina, sola o con azitromicina, no funciona, es más, aumenta mortalidad en hospitalizados. https://t.co/VHF8xWoQAa

2. Remdesivir, q había mostrado algún efecto, no salva vidas https://t.co/qKvg6nz5bZ",Sun May 24 00:08:51 +0000 2020,3196,2205,0,0
1267468696404086790,50317463,dea1eac2d7ef8878,1267437132240441344,,"As the sun comes up on the carnage from this weekend; as the nation still grapples with effects of #Covid19; as communities across our nation reel from the murder of #GeorgeFloyd, I reflect upon your own words “I don’t take responsibility at all” and thank you for the reminder.",Mon Jun 01 14:51:00 +0000 2020,7704,2157,0,0
1349423842679255042,270132611,e4a0d228eb6be76b,,,"Andy Biggs, the same man who helped launch the insurrection and refused to wear a mask during lockdown, is asking Dems to go easy on Trump

Pray tell me, why would we listen to someone who may have aided and abetted assassination attempts against our top officials?",Wed Jan 13 18:31:29 +0000 2021,7424,2101,0,0
1335359033847533568,270132611,e4a0d228eb6be76b,,,"Trump is holding another one of COVID super spreader rallies tonight

Our hospital system is on the verge of collapse

He’s doing this to stay relevant and to continue his half a billion dollar grift

Sweet Georgia, you have the power to deliver us from evil 🙏🏻 https://t.co/OAegZxfJaz",Sat Dec 05 23:02:58 +0000 2020,7245,1771,0,0
1318271813772824577,248884036,b74cc4fd31bb3bef,1318269143884435456,,Shorter letter:  Trump doesn’t want to answer questions about COVID.,Mon Oct 19 19:24:27 +0000 2020,7114,1729,0,0
